carat,cut,color,clarity,depth,table,price,x,y,z
,Very Good,,VS2,61.2,,,5.4,5.42,3.31
0.59,Very Good,I,VS2,,59.0,,5.41,5.43,
,Ideal,,SI1,61.1,57.0,1445.0,5.39,5.41,3.3
0.55,Premium,G,VS2,62.7,,1445.0,5.27,,3.28
0.52,Very Good,G,,,,,5.08,5.13,3.25
0.52,Very Good,G,VS2,60.2,56.0,1446.0,,5.27,3.16
0.5,Very Good,E,,63.6,59.0,1446.0,,5.04,3.19
0.62,Very Good,H,SI1,60.1,61.0,,,5.59,3.35
,Very Good,D,SI1,63.2,,1446.0,5.11,5.15,3.24
0.5,Ideal,H,VS2,,56.0,1446.0,5.17,,3.14
0.52,Ideal,F,VS2,61.6,,1446.0,5.14,5.18,3.18
0.62,Ideal,F,,62.0,,,5.44,,3.39
0.5,Ideal,H,SI1,,,1446.0,5.08,5.13,3.16
,Ideal,G,SI1,62.2,55.0,1446.0,,,3.33
0.4,,F,,61.7,57.0,1446.0,4.74,4.7,2.91
0.5,Fair,,VS1,56.4,62.0,1446.0,5.31,5.22,2.97
,Premium,,VS2,60.9,58.0,,5.19,5.22,3.17
0.5,Good,,VS2,62.8,61.0,,4.94,,3.12
0.5,Good,,VS2,,61.0,,5.05,,3.11
0.47,,,VS1,58.3,61.2,,5.11,5.15,
,Good,D,SI1,60.5,57.0,,5.1,5.14,
,Very Good,I,VVS1,,61.0,1448.0,4.98,5.05,
,Ideal,E,SI1,60.9,,1448.0,5.28,5.32,
0.55,,G,VS2,,59.0,1448.0,5.32,,3.18
0.55,Ideal,,,62.4,56.0,1448.0,5.23,5.25,3.27
0.57,Ideal,,,62.2,,1448.0,,,3.3
0.55,Ideal,F,SI1,60.2,56.0,1448.0,,,3.22
0.71,Very Good,F,,63.2,55.0,1448.0,,5.57,3.54
0.53,,,,60.1,59.0,1449.0,5.22,5.26,3.15
,,D,SI2,,59.0,1449.0,,5.31,3.34
0.5,,G,VS2,62.0,56.0,1449.0,,,3.16
,Ideal,G,VS2,,57.0,1449.0,5.08,5.11,3.16
0.5,Ideal,,,62.5,57.0,1449.0,5.04,5.07,
0.5,,G,VS2,,58.0,1449.0,5.1,5.12,
0.5,Ideal,,VS2,61.7,54.0,1449.0,5.14,,3.18
0.5,Ideal,,VS2,62.0,56.0,1449.0,5.09,,3.16
0.5,Ideal,H,VS1,60.5,,1449.0,,5.19,
0.53,,H,,62.3,,1449.0,5.18,5.22,3.24
,Very Good,F,SI1,63.3,,1449.0,5.21,5.18,3.29
,Very Good,,VS2,62.5,,1450.0,5.16,,3.23
0.46,Ideal,,IF,62.2,55.0,1450.0,4.94,4.99,3.09
0.51,Ideal,G,,61.9,,1450.0,,,3.15
0.52,Very Good,,VS2,,57.0,1450.0,,,
,,E,,,,,5.08,,3.2
,Ideal,F,VS2,61.3,56.0,,5.14,,3.17
,Premium,F,VS2,,59.0,1451.0,5.19,,3.13
0.5,Very Good,,VS2,,62.0,,5.08,,3.16
0.46,Very Good,,VS1,58.7,,,5.08,5.15,3.0
,,,SI1,,56.0,,,,3.24
0.59,Very Good,F,SI1,62.4,59.0,1452.0,5.33,5.37,
,Ideal,I,VS1,62.3,,1452.0,,,
,Very Good,E,,59.6,57.0,1453.0,5.41,5.42,
0.46,,G,VVS1,60.7,57.0,1453.0,4.98,5.03,3.04
,Ideal,H,VS2,61.6,,,,,3.23
0.54,Ideal,H,VS2,61.5,55.0,,5.25,5.28,3.24
0.54,Ideal,I,VS1,63.1,,,5.18,5.22,3.27
,Very Good,D,,,56.0,,,5.11,3.14
,,,VVS1,60.1,56.0,,,5.27,3.16
0.54,Ideal,H,VS1,61.2,55.0,,5.25,5.31,3.23
,Ideal,,,61.1,56.0,,4.52,4.55,2.77
0.32,,G,SI1,62.3,57.0,508.0,4.38,4.41,2.74
,,D,SI1,61.8,56.0,508.0,4.31,,2.67
0.3,Ideal,D,SI1,62.4,54.0,508.0,,4.34,2.7
0.33,Ideal,J,,,,,4.45,4.47,2.77
0.35,Ideal,I,VS2,61.1,57.0,509.0,4.55,4.58,
,Ideal,,,61.4,,,4.54,4.58,2.8
,Premium,G,VS2,,59.0,,,4.11,2.57
0.27,Ideal,,VS2,,57.0,509.0,4.19,4.17,2.53
,,H,SI2,,,,4.68,4.7,2.87
0.29,Ideal,H,VVS2,61.7,56.0,511.0,4.29,,2.66
0.23,Ideal,F,VVS2,62.5,,,3.94,3.96,2.47
0.31,,,VVS1,62.1,,511.0,4.34,4.39,2.71
0.31,Ideal,G,VS2,,,511.0,4.34,4.36,2.7
,Ideal,H,SI1,61.0,,511.0,4.45,4.49,2.73
0.33,,H,SI1,60.9,56.0,511.0,4.5,4.53,2.75
0.39,,E,,62.8,,511.0,4.61,4.66,2.91
0.25,Very Good,D,VVS2,,55.0,,3.98,,2.56
0.25,,D,,63.0,56.0,512.0,3.98,4.02,2.52
0.23,,,VS2,62.3,53.0,512.0,3.96,,
0.25,Good,,,,54.0,,3.91,3.95,2.58
0.35,Premium,I,SI2,60.9,58.0,512.0,4.56,4.53,2.77
0.3,Good,H,,63.2,,512.0,4.31,4.27,2.71
0.31,Good,F,SI1,,56.0,512.0,4.27,4.31,2.71
0.31,,H,,,55.0,513.0,4.34,,
0.31,,H,VS2,61.5,,513.0,4.36,,2.7
0.36,Ideal,J,,61.7,53.7,513.0,4.58,4.62,2.84
0.31,Ideal,I,,,55.2,513.0,,4.35,2.66
,Ideal,,VS1,,55.6,513.0,4.37,,2.69
0.23,Premium,,VS2,,60.0,513.0,3.92,,2.44
0.23,Premium,E,VS1,61.8,60.0,513.0,3.95,3.91,
,Premium,,,61.3,59.0,513.0,4.62,4.68,
,Very Good,D,VS1,62.4,56.0,514.0,,4.18,
0.28,Ideal,H,VVS2,61.6,56.0,514.0,4.22,4.26,2.61
0.28,,,VVS2,,55.0,514.0,4.18,4.22,2.57
,Ideal,G,VVS2,,,,4.09,4.11,2.57
0.3,,,SI1,,54.0,514.0,4.31,,
,Ideal,,SI1,62.2,53.0,514.0,4.29,4.32,2.68
,,I,VVS2,62.1,,,4.29,4.31,
0.3,,,VVS2,,56.0,515.0,4.26,4.3,2.68
0.3,Ideal,I,VVS2,62.2,56.0,515.0,4.27,,2.67
,Ideal,I,VVS2,,55.0,515.0,4.3,4.32,
0.3,Ideal,I,VVS2,62.0,56.0,515.0,4.29,4.32,2.67
0.31,Ideal,H,VS2,61.2,59.0,515.0,4.36,4.4,
0.31,,F,SI1,62.0,,515.0,4.32,4.35,2.69
,Good,G,VS2,58.5,64.0,515.0,,4.37,2.57
0.3,,D,SI1,,59.0,515.0,4.29,,2.67
0.3,Very Good,D,SI1,58.8,57.0,515.0,,4.44,
0.3,Good,D,SI1,63.4,,515.0,,,2.72
0.3,Good,D,SI1,63.1,56.0,515.0,4.24,4.28,2.69
0.3,,D,SI1,63.4,55.0,,4.22,4.26,2.69
,Ideal,,,61.8,53.0,516.0,,,
0.4,Ideal,H,,,56.0,516.0,4.73,4.75,2.92
0.34,Ideal,,SI1,61.3,,516.0,,4.52,2.76
0.31,,,SI1,61.9,,516.0,4.36,4.4,2.71
0.32,,E,SI1,61.6,54.0,516.0,,,2.73
,Ideal,E,SI1,62.2,,516.0,4.38,,2.73
,Ideal,E,SI1,62.1,55.0,516.0,4.33,,
0.31,Ideal,E,,,54.0,516.0,4.39,4.41,2.71
0.31,Ideal,E,,,,516.0,4.36,4.41,2.68
,Premium,,SI1,62.7,58.0,516.0,,4.33,
0.31,Very Good,,,,57.0,516.0,4.31,4.34,2.72
0.31,,F,SI1,63.5,56.0,,,,2.74
0.31,,F,SI1,60.6,,516.0,4.34,4.37,2.64
,Very Good,F,,60.7,,,4.35,,2.65
0.31,,,,63.1,57.0,516.0,4.28,4.31,
,Ideal,F,SI1,60.5,57.0,516.0,4.4,,2.67
,Good,F,SI1,63.1,55.0,516.0,4.28,4.34,2.72
0.31,Premium,F,SI1,60.5,60.0,516.0,4.37,,2.65
0.31,Ideal,F,SI1,62.3,,516.0,4.32,4.35,2.7
,Ideal,,,61.8,,517.0,4.49,,
0.34,Ideal,,,61.2,55.0,,4.49,4.53,
0.35,Ideal,G,SI2,61.2,,517.0,,4.59,2.8
0.26,Good,F,VVS2,60.4,61.0,,4.13,4.18,2.51
0.32,Premium,H,SI2,61.8,55.0,517.0,4.42,4.35,
0.32,,H,SI2,63.8,56.0,517.0,4.38,,2.79
0.32,Very Good,,SI2,63.1,56.0,517.0,4.37,4.34,2.75
0.34,Ideal,G,VS2,62.4,57.0,,4.46,4.48,2.79
0.23,Very Good,E,VVS1,62.9,59.0,,3.9,3.95,2.47
0.27,Very Good,F,,61.8,57.0,,4.14,,2.57
0.27,Very Good,F,VS1,62.5,56.0,518.0,4.14,4.18,2.6
0.27,Very Good,F,VS1,60.5,57.0,518.0,4.21,4.23,2.55
0.27,Very Good,E,,61.8,55.0,,4.18,4.21,2.59
,Ideal,H,VS2,61.5,54.0,518.0,,4.4,2.69
0.3,Ideal,I,VS1,,56.0,518.0,4.27,4.31,
0.3,Ideal,I,VS1,62.6,54.0,518.0,,,2.67
0.37,,G,SI2,61.3,55.0,518.0,4.64,4.66,2.85
,Premium,F,SI1,62.4,58.0,518.0,4.26,,
0.36,Premium,E,,61.5,,,,,2.83
0.36,Very Good,H,SI1,59.3,60.0,,,4.65,2.75
0.32,Very Good,,,60.4,59.0,,4.39,4.42,
,,J,,62.1,54.0,393.0,,4.44,2.74
0.32,,J,VS2,62.9,56.0,393.0,4.37,4.4,2.76
0.28,Very Good,,,,,394.0,4.25,4.29,2.55
,,G,SI1,62.2,54.0,394.0,4.11,4.12,2.56
0.26,Ideal,G,,,55.0,394.0,4.08,4.11,2.54
0.26,Ideal,G,SI1,,54.0,394.0,,4.11,2.54
0.28,Good,,VS2,61.8,61.0,394.0,4.2,4.21,
0.31,Premium,F,I1,,,394.0,,4.29,2.71
0.21,Premium,E,SI2,61.9,56.0,,3.84,,
0.3,Very Good,J,VS1,62.7,59.0,394.0,4.24,4.28,
0.3,,,VS1,62.6,58.0,,4.28,4.31,2.69
0.3,,F,SI2,,58.0,394.0,,,
0.3,,F,,62.2,,,4.22,4.33,2.66
0.3,Ideal,I,SI1,61.3,56.0,394.0,4.32,4.33,2.65
,Good,J,VS1,63.4,,,4.23,,2.69
0.3,Ideal,I,SI1,62.3,56.0,394.0,4.32,4.35,2.7
0.3,,,SI2,63.3,55.0,394.0,4.29,4.33,2.73
0.3,Premium,I,SI1,60.9,59.0,394.0,4.34,4.36,
0.3,,J,VS1,59.7,57.0,,4.37,,2.62
0.3,Good,,SI2,63.7,54.0,,4.23,,2.7
0.3,,G,SI2,63.3,57.0,394.0,,4.28,2.7
0.3,Good,I,,63.5,57.0,394.0,4.24,,2.7
0.3,Good,I,SI1,63.8,57.0,,4.19,4.27,2.7
,Premium,,,62.6,60.0,394.0,,4.28,2.66
0.3,Good,,VS1,63.4,,394.0,4.25,4.3,2.71
0.3,,I,,,,394.0,4.27,4.3,2.64
0.3,,G,SI2,58.1,,394.0,4.41,4.47,2.58
,,F,SI2,61.7,62.0,394.0,,4.27,
,Premium,,,61.3,58.0,,4.28,,2.64
0.51,Premium,G,VS2,61.2,60.0,,5.17,5.12,
,Ideal,G,VS2,62.9,54.0,1546.0,5.12,,
0.51,,G,,,57.0,1546.0,,5.09,
0.51,Premium,G,VS2,62.7,,1546.0,5.12,5.09,3.2
0.51,Premium,G,VS2,62.2,57.0,1546.0,5.15,5.1,3.19
,Ideal,G,VS2,62.7,57.0,1546.0,5.12,,
0.51,Premium,,VS2,,,1546.0,5.11,5.06,3.2
0.51,Premium,G,VS2,,,1546.0,,5.07,
0.51,Ideal,E,SI1,59.6,57.0,1546.0,5.24,5.2,3.11
0.51,Premium,E,SI1,61.3,,1546.0,5.18,5.13,3.16
,Ideal,E,SI1,,55.0,1546.0,,,3.18
0.51,Premium,E,SI1,,57.0,1546.0,,5.19,
,Ideal,,SI1,,56.0,1546.0,,5.07,
0.51,Ideal,E,SI1,62.2,57.0,1546.0,5.12,5.08,3.17
,Ideal,E,SI1,62.1,55.0,1546.0,,5.09,3.18
0.51,Ideal,E,SI1,61.3,55.0,1546.0,5.17,,3.15
0.51,Premium,E,SI1,,57.0,1546.0,,,3.17
0.51,,,SI1,62.7,,,5.1,5.07,3.19
0.51,Ideal,E,,62.8,55.0,,,5.07,3.2
,,E,SI1,62.3,,1546.0,5.12,5.05,3.17
0.51,,,VS2,62.4,58.0,1546.0,5.12,,3.19
0.5,Very Good,,VS2,,57.0,1547.0,5.05,,
0.72,Good,J,,,64.0,,5.75,,3.48
,Ideal,D,VVS1,61.8,55.0,1547.0,4.83,4.85,
,Ideal,,VVS1,61.6,56.0,,4.79,4.82,
,Very Good,D,VVS1,62.8,56.0,1547.0,4.76,4.8,3.0
0.42,Ideal,D,,,,1547.0,4.79,,2.97
0.61,Premium,F,SI1,,,1547.0,,,
0.52,Ideal,,SI1,61.1,,1547.0,,5.25,3.19
0.97,Fair,G,I1,57.2,,1547.0,,6.36,
,Very Good,H,VVS2,61.3,61.0,1548.0,,5.2,3.17
0.55,Very Good,H,VS2,,55.2,1548.0,5.28,,3.28
0.51,Ideal,D,,,,1548.0,5.11,5.15,3.2
,Very Good,,SI1,,63.0,,,,3.26
,Ideal,G,IF,61.7,55.0,1548.0,4.93,4.96,
,Good,F,,63.8,,,4.85,,3.07
0.45,Premium,D,VVS2,,59.0,1548.0,5.01,4.85,
0.51,Very Good,E,VS2,64.1,,,,5.06,3.23
0.51,Very Good,,VS2,,,,5.15,,3.1
0.51,Good,D,VS2,,57.0,,5.0,,3.2
0.52,Ideal,G,VS2,,55.0,1549.0,5.15,,3.2
0.52,Ideal,,VS2,,53.0,1549.0,5.17,5.2,3.23
0.53,Ideal,G,SI1,61.1,55.0,,5.24,5.26,3.21
0.55,Ideal,J,VS1,,,1550.0,5.26,,3.27
0.52,Very Good,F,VS2,61.9,59.0,1550.0,5.11,5.14,3.17
0.52,,F,VS2,63.9,,1550.0,5.08,5.12,
0.5,Very Good,F,VS1,59.9,,1550.0,5.13,5.16,3.08
0.5,Very Good,,,,58.0,1550.0,5.05,5.09,
0.67,Ideal,,,62.1,54.0,1550.0,,5.66,3.5
0.59,,E,SI1,,57.0,1550.0,,5.47,3.23
,Very Good,E,,,61.0,,5.25,5.3,3.22
,Ideal,E,,61.7,57.0,,,5.27,3.24
0.55,Ideal,,SI1,61.4,55.0,1551.0,,5.29,3.24
0.55,Ideal,E,SI1,,56.0,1551.0,5.23,5.26,
0.54,Premium,D,SI1,60.0,58.0,1551.0,5.26,,
,Good,D,SI1,63.2,55.0,,5.17,5.21,3.28
0.54,Very Good,,,58.2,60.0,1551.0,5.34,,3.12
0.55,,G,,62.3,56.0,,,5.29,3.28
0.55,Ideal,E,,61.7,56.0,1551.0,5.24,5.29,3.25
0.55,Ideal,,SI1,60.6,56.0,,5.3,5.33,3.22
,Ideal,,SI1,60.7,57.0,,5.27,,3.21
,Ideal,E,SI1,62.1,,,,5.26,3.25
0.55,Premium,E,,,,1551.0,5.25,5.28,3.22
,Very Good,H,,61.8,56.0,,5.37,5.41,
0.56,Premium,,VS2,,59.0,1552.0,,5.34,3.24
,Premium,G,,,60.0,1552.0,,5.38,3.38
,,I,VS1,61.8,,1552.0,5.19,5.23,
0.51,Very Good,F,VS2,63.1,59.0,,5.1,5.04,3.2
0.5,Very Good,,VS2,,56.0,,4.95,5.03,3.18
,,D,SI1,62.0,55.0,,5.11,5.15,3.18
,Very Good,E,VS2,61.2,60.0,,,5.18,3.15
0.5,,E,VS1,,59.0,1554.0,5.06,5.14,
0.6,Very Good,F,SI1,62.4,,1554.0,,5.4,
0.6,Very Good,,SI1,60.0,61.0,1554.0,,5.52,
0.6,Very Good,G,SI1,61.1,57.0,1554.0,5.36,5.47,3.31
,Good,E,VS2,63.3,56.0,,5.08,,3.23
,Very Good,,VS1,59.1,60.0,1554.0,,5.19,
0.5,Ideal,E,VS2,62.1,55.0,1554.0,5.11,5.13,
,Ideal,E,VS2,61.5,55.0,1554.0,5.11,,
0.5,Ideal,,VS2,,56.0,1554.0,,5.13,3.15
0.57,,H,VS1,61.7,54.0,1554.0,5.33,5.36,
,Ideal,,VS1,61.3,,1554.0,5.36,,3.29
,,E,VS2,59.2,,1554.0,5.22,5.29,3.11
0.59,Very Good,G,SI1,,58.0,,5.45,,3.25
0.52,Very Good,D,,60.9,58.0,1555.0,,5.16,3.16
,Ideal,E,SI1,61.2,56.0,1555.0,,5.15,3.14
,Ideal,E,SI1,61.6,55.0,1555.0,5.16,5.19,
0.54,,E,,59.6,59.0,1555.0,5.32,5.26,
0.54,Premium,,SI1,,,1555.0,5.29,,
,Very Good,,VS2,62.8,56.0,1556.0,,5.34,3.34
0.7,Good,I,SI2,63.2,,1556.0,5.55,5.62,3.53
0.55,Premium,G,,,,,,,3.2
0.55,,E,,60.9,56.0,1556.0,,,3.23
,Premium,I,,62.8,,1556.0,5.05,4.98,3.15
0.55,Ideal,,VS2,62.4,56.0,,5.25,5.23,3.27
,,G,VS2,59.6,59.0,1556.0,5.36,5.32,3.18
0.6,Very Good,H,VS2,60.8,,1557.0,5.39,5.44,3.29
0.51,Ideal,G,VS2,60.7,56.0,1557.0,,5.23,3.16
,,,,61.3,55.0,,5.16,5.19,3.17
0.51,Ideal,G,,61.8,55.0,1557.0,5.15,5.18,3.19
0.5,Very Good,F,,,,,5.02,5.06,
,Ideal,H,VS2,61.6,55.0,,5.34,5.36,3.29
,Ideal,G,VS2,61.2,55.0,1558.0,,5.45,
0.46,Ideal,G,,61.6,54.0,1558.0,4.97,5.0,3.07
0.53,Premium,,VS1,61.5,,1558.0,5.17,5.11,
0.5,Ideal,E,VS2,62.7,55.0,,,,3.2
0.54,Very Good,E,SI1,59.6,,1559.0,5.31,5.36,
0.55,,E,SI1,59.7,60.0,,,5.41,3.2
0.5,Very Good,E,VS2,62.9,55.0,1559.0,5.07,,3.2
0.5,Premium,,,,59.0,1559.0,,5.06,
,Very Good,E,VS2,62.9,60.0,,5.07,5.1,
,Ideal,E,,,57.0,1559.0,5.04,5.08,3.15
0.5,,E,VS2,62.8,60.0,1559.0,,5.08,3.17
0.5,Premium,E,VS2,,58.0,1559.0,5.07,5.09,3.15
0.5,,,,,59.0,1559.0,5.12,5.18,3.09
0.5,Premium,E,VS2,,58.0,1559.0,5.07,5.12,3.19
0.5,Ideal,E,VS2,62.0,,1559.0,5.06,,3.15
0.5,,E,VS2,62.1,62.0,1559.0,5.1,5.08,3.16
0.51,Very Good,,,63.3,56.0,1560.0,5.05,5.08,
0.54,Ideal,H,,61.0,56.0,1560.0,,5.27,3.21
0.66,Ideal,E,SI2,61.9,55.0,1560.0,,,3.48
,Ideal,G,,60.9,,1560.0,4.98,,
0.53,Very Good,H,VS1,63.3,56.0,1561.0,,5.17,3.26
0.59,Very Good,H,VS1,,58.0,1561.0,5.39,5.42,
0.5,Very Good,E,VS2,60.2,60.0,1561.0,,,3.1
0.53,,,VS2,63.5,,1561.0,5.13,5.17,3.27
,,,,62.2,,,5.39,5.42,3.36
0.57,Good,D,,59.3,,,,,3.18
0.59,Premium,F,SI1,,59.0,1561.0,,5.33,3.34
0.59,Ideal,F,,62.0,,,,5.34,
0.51,Ideal,F,VS2,61.3,56.0,1562.0,,5.11,3.14
0.51,,F,VS2,62.7,57.0,1562.0,5.11,5.06,3.19
0.6,Ideal,F,SI2,61.7,56.0,1562.0,5.41,5.38,
,Ideal,F,,61.3,56.0,,,5.14,
0.51,Very Good,,SI1,63.2,55.0,1562.0,5.12,5.07,3.22
0.5,Premium,E,,61.0,,,5.11,5.09,3.11
0.55,Very Good,G,VS2,61.6,,1563.0,5.26,5.3,
,Very Good,G,,64.0,,,5.12,,3.3
0.51,Ideal,H,VS2,61.7,56.0,1563.0,5.13,,
0.54,Ideal,F,,62.0,,1563.0,,5.32,3.28
0.62,Ideal,G,SI1,61.6,56.0,1563.0,,5.55,
0.5,Ideal,,SI1,,57.0,,5.11,,3.12
,,F,,60.6,,1563.0,5.22,,
0.55,,,,62.8,63.0,,,5.19,3.24
0.58,,,,,60.0,1563.0,5.59,,
,Ideal,I,VVS1,,57.0,,,,
0.53,Ideal,E,SI1,61.4,56.0,1564.0,5.2,5.26,3.21
0.7,Fair,F,SI2,66.4,,1564.0,5.51,,3.63
0.6,Very Good,,VVS2,63.7,57.4,1565.0,5.36,,3.42
0.57,,,,60.7,,,5.31,,3.24
0.6,Very Good,G,SI1,63.1,57.0,,5.32,5.41,
0.6,,G,SI1,63.5,59.9,1565.0,5.28,5.3,
,,D,,61.1,,1565.0,5.09,,3.14
0.5,Ideal,,,,58.0,1565.0,5.1,5.13,3.13
0.63,Ideal,,SI1,,,1565.0,5.47,,3.39
,Good,F,,60.9,60.4,1565.0,5.13,,3.14
,Good,G,VS1,61.9,,1565.0,5.03,5.04,3.12
0.6,Good,,SI1,61.3,61.2,1565.0,5.4,5.45,3.33
,,E,VS1,61.8,58.0,,4.97,,3.09
,Ideal,F,,62.3,55.0,1566.0,,5.2,3.23
0.53,Ideal,,,62.3,56.0,1566.0,5.15,5.18,
0.53,Ideal,D,,62.0,57.0,,5.19,,
0.53,Premium,D,SI1,61.4,58.0,,,,3.2
0.55,Ideal,E,SI1,60.8,56.0,1566.0,,5.34,3.24
0.58,,E,VS2,61.1,63.0,,5.41,,3.28
0.54,Ideal,E,VS2,61.8,55.0,1567.0,,5.26,3.24
0.57,Ideal,F,VS2,61.6,56.0,1567.0,,5.37,3.3
0.54,Ideal,,VS1,61.4,57.0,1567.0,5.2,,3.2
,Premium,E,,,,1567.0,5.12,5.09,3.14
,Premium,E,VS2,,,,5.18,5.15,3.18
,Premium,H,,,59.0,1567.0,5.76,,3.54
,,E,VS2,62.4,,1568.0,5.01,,3.13
0.56,Ideal,,SI2,60.0,58.0,,,5.38,3.24
0.5,,H,,62.9,56.0,1569.0,5.03,5.08,3.18
0.5,Very Good,,VS2,63.3,,,,5.05,
0.5,,G,VS1,62.9,58.0,,5.06,5.08,3.19
0.51,Premium,D,,,60.0,1569.0,5.15,5.17,3.1
,Ideal,F,VS2,60.6,56.0,,5.17,5.19,3.14
0.51,Very Good,D,SI1,60.9,59.0,1569.0,5.13,5.19,3.14
0.51,Very Good,D,,61.0,60.0,,5.15,,3.15
,Ideal,D,SI1,61.6,,1569.0,5.1,,3.15
0.51,Premium,D,SI1,60.3,59.0,,5.2,,3.14
,,D,,62.3,57.0,1569.0,,,
,Premium,F,VS2,,58.0,1569.0,5.09,,3.17
0.51,Premium,D,SI1,60.1,60.0,1569.0,5.14,,3.1
,Very Good,F,VS2,,,1569.0,5.08,,3.21
0.51,Ideal,D,SI1,61.8,55.0,,,5.18,3.19
0.51,Ideal,,SI1,61.7,,,5.11,5.16,3.17
0.51,Ideal,D,SI1,62.4,,,,,3.19
,Premium,D,SI1,61.6,58.0,,5.12,5.14,3.16
0.51,Very Good,,SI1,62.8,,1569.0,5.07,5.09,3.19
0.51,,F,VS2,62.9,57.0,1569.0,,5.11,3.21
0.51,,F,VS2,61.4,56.0,1569.0,5.13,,
0.51,Good,F,VS2,63.2,56.5,1569.0,,,3.2
,Very Good,F,VS2,,58.0,1569.0,5.1,5.17,3.13
,Ideal,J,VS1,61.1,56.0,1569.0,,5.49,
0.5,Ideal,,VS1,62.0,54.0,,5.11,5.15,3.18
,Ideal,,VS1,62.6,57.0,1569.0,5.05,,
0.58,,F,SI1,60.9,55.0,1569.0,,5.41,3.29
0.51,Ideal,D,SI1,,54.0,1569.0,5.14,,3.19
0.4,Ideal,G,IF,,,1570.0,,4.76,
0.91,Fair,F,I1,67.0,,1570.0,5.97,5.89,3.98
0.52,Very Good,E,VS2,62.8,58.0,1571.0,5.11,5.14,3.22
0.42,Ideal,G,VVS2,61.7,56.0,1571.0,4.84,4.88,3.0
0.52,,E,VS2,62.2,55.0,1571.0,5.16,5.22,3.23
0.56,Ideal,H,,60.7,56.0,1571.0,5.34,5.37,3.25
0.55,,,SI1,62.1,56.0,1571.0,5.21,5.25,
0.57,Premium,F,,61.8,57.0,1571.0,,5.31,3.29
0.57,,F,SI1,60.7,58.0,1571.0,,5.32,
,Ideal,F,,61.6,57.0,1571.0,,5.34,3.3
,Premium,F,,59.5,58.0,,5.43,5.36,
,,F,,62.7,59.0,1571.0,5.3,5.26,3.31
0.57,Ideal,F,SI1,61.4,57.0,,5.35,5.3,3.27
0.5,Ideal,D,VS1,63.0,,1571.0,5.06,5.0,3.17
0.57,,G,VS2,61.1,,1571.0,,5.32,3.27
0.54,Ideal,,SI1,61.7,56.0,,5.27,5.24,
0.46,Very Good,H,VVS1,62.0,,1572.0,4.96,4.98,3.07
0.61,,I,VS2,62.4,57.0,,5.4,,3.38
,,H,VS1,,58.0,1572.0,,,3.24
0.59,Premium,H,,,56.0,1572.0,5.46,5.41,3.3
0.59,,D,,60.2,57.0,1572.0,5.47,5.42,
0.59,Premium,,,61.2,60.0,1572.0,5.42,5.37,3.3
0.59,Ideal,D,SI2,,55.0,1572.0,5.41,,3.36
0.54,Ideal,,VS2,,57.0,1572.0,5.28,5.25,
0.62,Premium,G,SI1,59.9,58.0,1572.0,5.56,,3.31
,,F,,,55.0,1573.0,5.31,,3.39
,Ideal,,VS2,,59.0,1573.0,,,3.23
0.51,Ideal,H,VS1,,57.0,1573.0,5.11,,3.16
,,,VS2,61.8,56.0,1573.0,,5.16,
0.48,Ideal,G,VVS2,62.0,57.0,1574.0,5.01,5.04,3.11
0.51,Premium,D,SI1,,59.0,1574.0,5.08,5.06,3.18
0.51,Premium,F,VS2,,,1574.0,5.13,,
0.51,Very Good,F,VS2,,57.0,1574.0,,5.08,
,Very Good,F,VS2,63.1,,1574.0,5.11,5.09,3.22
0.51,Very Good,F,VS2,,,,5.1,5.06,3.21
0.51,Premium,,VS2,62.3,60.0,1574.0,5.1,,3.17
0.51,Very Good,F,VS2,63.5,56.0,1574.0,5.09,,
0.51,Premium,F,VS2,63.0,55.0,1574.0,5.1,5.06,3.2
,Good,,VS2,63.7,56.0,1574.0,,5.03,3.21
0.51,Ideal,,,62.9,57.0,1574.0,5.12,5.09,3.21
,Ideal,D,,,55.0,1574.0,5.15,5.11,3.17
,Premium,D,SI1,62.3,61.0,1574.0,5.11,5.07,3.17
0.51,Very Good,D,SI1,,55.0,1574.0,5.09,5.08,3.23
0.51,Good,D,SI1,63.6,57.0,,,5.05,
0.51,,,,63.0,,,5.11,5.05,3.2
0.51,Very Good,D,SI1,63.5,,1574.0,5.08,5.06,3.22
0.51,Premium,,VS2,60.1,,1574.0,5.2,,3.12
0.51,Ideal,H,VVS2,61.0,57.0,,5.22,5.18,3.17
,Ideal,,SI1,,59.0,,5.34,5.3,3.17
0.51,Premium,,SI1,59.9,61.0,1574.0,5.18,5.14,3.09
0.51,Ideal,I,VVS2,60.6,56.0,1575.0,5.18,5.22,3.15
,,,VS2,61.6,,1575.0,5.09,,
,Ideal,H,,62.0,55.4,1575.0,5.16,5.21,3.21
0.53,Very Good,D,SI1,61.2,,,5.23,,3.21
,Ideal,E,VS2,,54.0,1576.0,5.2,5.23,3.2
0.52,Ideal,G,VS1,,56.0,1576.0,5.17,5.2,3.18
0.52,,E,VS2,62.1,,,5.17,5.2,3.22
0.52,Good,G,VS1,,56.0,,5.08,5.12,3.26
0.52,Premium,,VS2,,60.0,1576.0,5.1,5.14,3.2
,Ideal,,VS2,,57.0,1576.0,,5.22,
0.56,Very Good,H,VS2,,,1576.0,5.31,5.34,
0.52,Ideal,E,VS2,,56.0,1576.0,,5.24,
0.52,,E,VS2,61.7,57.0,1576.0,5.1,5.17,3.17
0.52,Ideal,E,VS2,,57.0,1576.0,5.17,,3.14
